mode,leaf_code,operator,value_cm,value2_cm,unit,source_fragment,leaf_text
rail,B7.10-4.8,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ปลายของราวจับให้ยื่นเลยจากจุดเริ่มต้นและจุดสิ้นสุดของทางลาดไม่น้อยกว่า 300 มิลลิเมตร
rail,B7.10-5,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)","พื้นที่บริเวณที่จุดเริ่มต้นและสิ้นสุดทางลาด ให้เป็นพื้นที่ว่างปราศจากสิ่งกีดขวางโดยมีความกว้างและความยาวไม่น้อยกว่า 1,50"
rail,B7.10-5,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)","พื้นที่บริเวณที่จุดเริ่มต้นและสิ้นสุดทางลาด ให้เป็นพื้นที่ว่างปราศจากสิ่งกีดขวางโดยมีความกว้างและความยาวไม่น้อยกว่า 1,50"
water,A1.1-1.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
water,A1.1-1.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
water,A1.1-1.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
water,A1.1-1.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
water,A1.1-2.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
water,A1.1-2.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
water,A1.1-2.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
water,A1.1-2.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
water,A1.1-3.2,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","ความกว้างสุทธิไม่น้อยกว่า 1,500 มิลลิเมตร"
water,A1.1-3.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
water,A1.1-3.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
water,A1.1-3.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
water,A1.1-3.6,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","จัดให้มีชานพักยาวไม่น้อยกว่า 1,500 มิลลิเมตร คั่นระหว่างแต่ละช่วงของทางลาด"
water,A1.1-4.2,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ลักษณะกลม เส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
water,A1.1-4.3,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,สูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร
water,A1.1-4.4,range,70.0,75.0,cm,700-750 มิลลิเมตร,ติดตั้งราวจับราวที่สองในระดับความสูงระหว่าง 700-750 มิลลิเมตร จากพื้นเพื่อประโยชน์ต่อผู้ใช้รถเข็นคนพิการ (Wheelchair)
water,A1.1-4.5,range,60.0,65.0,cm,600-650 มิลลิเมตร,กรณีราวจับคู่ (Double rail) สำหรับราวจับของเด็ก ติดตั้งสูงจากพื้น 600-650 มิลลิเมตร
water,A1.1-4.6,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
water,A1.1-4.6,gte,12.0,,cm,ไม่น้อยกว่า 120 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
